SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Hap02h2_000001-T1	Hap02h2_005715-T1	0.001734	0.003483	0.497835	1443.394684	431.605316	1.943215	0.006411	1947
Hap02h2_000002-T1	Hap02h2_014810-T1	0.000000	0.000000	99.000000	144.316557	56.683443	4.600000	0.000000	201
Hap02h2_000003-T1	Hap02h2_006889-T1	0.008622	0.017510	0.492387	1516.687253	463.312747	1.956837	0.032105	2166
Hap02h2_000004-T1	Hap02h2_008029-T1	0.021632	0.081993	0.263834	703.947050	286.052950	2.684004	0.117219	1050
Hap02h2_000005-T1	Hap02h2_008028-T1	0.083254	0.136846	0.608379	706.850349	268.149651	0.898051	0.293980	1164
Hap02h2_000006-T1	Hap02h2_008027-T1	0.007936	0.009240	0.858881	380.015983	108.984017	0.977842	0.024681	489
Hap02h2_000007-T1	Hap02h2_008026-T1	0.022032	0.038268	0.575721	3825.562539	1781.437461	4.183683	0.081572	6033
Hap02h2_000008-T1	Hap02h2_008025-T1	0.021372	0.051813	0.412491	1471.927689	562.072311	2.322629	0.089353	3972
Hap02h2_000011-T1	Hap02h2_008023-T1	0.008509	0.131363	0.064774	2245.920661	805.079339	2.672351	0.122780	3288
Hap02h2_000012-T1	Hap02h2_008022-T1	0.005034	0.043870	0.114749	797.798665	330.201335	4.764457	0.049207	1128
Hap02h2_000013-T1	Hap02h2_008021-T1	0.043646	0.081693	0.534262	2315.960370	921.039630	2.115900	0.163414	3477
Hap02h2_000014-T1	Hap02h2_018067-T1	0.910510	4.311775	0.211168	988.112860	313.887140	1.286379	5.191470	2127
Hap02h2_000015-T1	Hap02h2_008018-T1	0.106531	0.165243	0.644692	400.784472	130.215528	0.811659	0.362787	1419
Hap02h2_000016-T1	Hap02h2_008017-T1	0.008620	0.044413	0.194094	350.291518	162.708482	1.894656	0.059918	513
Hap02h2_000017-T1	Hap02h2_008016-T1	0.014076	0.080355	0.175168	286.949980	133.050020	2.486064	0.105216	525
Hap02h2_000018-T1	Hap02h2_008015-T1	0.022488	0.107963	0.208292	1546.665530	469.334470	1.174779	0.127161	2079
