SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Hap02_000001-T1	COLD_007090-T1	0.499357	1.653277	0.302041	1318.962495	394.037505	1.363911	2.294373	2280
Hap02_000002-T1	COLD_009283-T1	0.631376	1.611293	0.391844	2637.212209	1079.787791	1.006762	2.748126	4581
Hap02_000004-T1	COLD_007739-T1	0.437655	1.989481	0.219984	1584.198879	512.801121	1.035331	2.451417	2418
Hap02_000007-T1	COLD_009417-T1	0.482065	1.866058	0.258334	628.575125	208.424875	1.072650	2.480098	1350
Hap02_000009-T1	COLD_009418-T1	0.353208	1.249061	0.282779	772.076422	325.923578	1.598669	1.857382	1332
Hap02_000010-T1	COLD_003944-T1	0.464832	1.338736	0.347217	691.670960	244.329040	1.268658	2.078855	1128
Hap02_000011-T1	COLD_003361-T1	0.208017	0.318805	0.652489	243.085888	89.914112	2.161043	0.713793	786
Hap02_000013-T1	COLD_009419-T1	0.099935	1.540432	0.064874	1333.921477	445.078523	0.812609	1.380975	1890
Hap02_000017-T1	COLD_009357-T1	0.445890	1.792510	0.248752	792.121629	314.878371	1.345853	2.486780	1734
Hap02_000021-T1	COLD_011825-T1	0.460827	5.097674	0.090400	1566.251842	470.748158	0.929571	4.597191	2445
Hap02_000024-T1	COLD_009415-T1	0.259007	3.658262	0.070801	531.674027	131.325973	0.651594	2.796977	831
Hap02_000029-T1	COLD_009411-T1	0.174645	1.843289	0.094747	808.741107	253.258893	1.631998	1.717718	1077
Hap02_000032-T1	COLD_009408-T1	0.195767	2.178239	0.089874	505.904920	172.095080	1.514410	2.096920	1047
Hap02_000033-T1	COLD_006688-T1	0.472865	2.393100	0.197595	569.822203	177.177797	0.940199	2.784952	852
Hap02_000036-T1	COLD_009781-T1	0.624683	1.166203	0.535656	580.597564	304.402436	1.166635	2.432829	1734
Hap02_000041-T1	COLD_009430-T1	0.205916	2.356357	0.087387	2574.197592	725.802408	1.171976	2.036652	3519
Hap02_000042-T1	COLD_009431-T1	0.203295	2.952710	0.068850	421.414667	124.585333	1.172175	2.491955	597
Hap02_000044-T1	COLD_000074-T1	0.563974	1.704467	0.330880	2998.285141	967.714859	1.070837	2.526772	4350
Hap02_000046-T1	COLD_009432-T1	0.534265	2.066272	0.258565	1702.251006	577.748994	0.872390	2.767421	2658
Hap02_000049-T1	COLD_009281-T1	0.127235	1.935356	0.065742	552.173011	170.826989	1.087211	1.663347	1167
