SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Hap02h1_000001-T1	Hap02h1_021758-T1	0.000000	0.000000	99.000000	1318.834385	529.165615	4.600000	0.000000	1848
Hap02h1_000003-T1	Hap02h1_020829-T1	0.054348	0.091789	0.592101	2050.844810	856.155190	1.693885	0.196125	8325
Hap02h1_000006-T1	Hap02h1_020827-T1	0.028766	0.078116	0.368250	1275.715318	407.284682	1.311146	0.122127	1761
Hap02h1_000007-T1	Hap02h1_020826-T1	0.178704	0.145337	1.229587	313.247986	130.752014	1.598334	0.506634	561
Hap02h1_000008-T1	Hap02h1_020825-T1	0.149463	0.298674	0.500420	558.493809	170.506191	1.086669	0.553085	1122
Hap02h1_000009-T1	Hap02h1_020823-T1	0.078829	0.116582	0.676166	903.351440	404.648560	1.825306	0.271525	1953
Hap02h1_000010-T1	Hap02h1_008728-T1	0.111732	0.177525	0.629386	701.058805	282.941195	2.096334	0.391951	1449
Hap02h1_000013-T1	Hap02h1_020820-T1	0.047261	0.084873	0.556839	139.025754	58.974246	3.435848	0.175391	222
Hap02h1_000014-T1	Hap02h1_020819-T1	0.054150	0.073351	0.738230	239.322318	108.677682	2.044238	0.180440	402
Hap02h1_000015-T1	Hap02h1_020818-T1	0.018657	0.084898	0.219755	1954.417560	781.582440	2.681707	0.112739	2910
Hap02h1_000016-T1	Hap02h1_020817-T1	0.020958	0.073923	0.283511	1124.998773	483.001227	2.366816	0.110603	1653
Hap02h1_000017-T1	Hap02h1_020816-T1	0.011431	0.089006	0.128425	2909.909235	1023.090765	2.253967	0.094831	4161
Hap02h1_000018-T1	Hap02h1_012549-T1	0.038780	0.139934	0.277132	2161.191273	781.808727	1.759598	0.196956	4347
Hap02h1_000019-T1	Hap02h1_012548-T1	0.159318	0.551531	0.288865	412.730791	118.269209	1.206595	0.740026	2112
Hap02h1_000020-T1	Hap02h1_020815-T1	0.008838	0.075641	0.116841	1537.656210	610.343790	3.860723	0.083460	2199
Hap02h1_000021-T1	Hap02h1_006113-T1	0.161182	0.211020	0.763824	299.038537	96.961463	1.367105	0.520154	672
Hap02h1_000023-T1	Hap02h1_020814-T1	0.009626	0.041608	0.231349	523.053170	172.946830	3.898368	0.052719	696
Hap02h1_000025-T1	Hap02h1_020812-T1	0.036860	0.065732	0.560761	1669.732793	784.267207	2.433554	0.138262	4020
Hap02h1_000026-T1	Hap02h1_020811-T1	0.009673	0.113901	0.084929	729.773840	344.226160	10.072807	0.129238	1074
Hap02h1_000027-T1	Hap02h1_020810-T1	0.096855	0.290834	0.333025	1146.841090	356.158910	1.546006	0.428463	2217
Hap02h1_000028-T1	Hap02h1_020808-T1	0.166235	0.347004	0.479058	1097.901308	486.098692	2.503590	0.665129	2280
Hap02h1_000030-T1	Hap02h1_020805-T1	0.013782	0.160970	0.085617	805.929449	286.070551	2.689010	0.157021	2523
Hap02h1_000034-T1	Hap02h1_005167-T1	0.018117	0.048483	0.373669	1238.653090	510.346910	1.617979	0.080932	1893
Hap02h1_000035-T1	Hap02h1_020800-T1	0.053302	0.103434	0.515322	612.314498	278.685502	4.509603	0.206947	1062
Hap02h1_000036-T1	Hap02h1_020799-T1	0.013904	0.059974	0.231836	2471.447824	942.552176	4.080330	0.079869	3465
Hap02h1_000037-T1	Hap02h1_020798-T1	0.031833	0.170277	0.186950	374.473155	147.526845	2.862987	0.212880	549
Hap02h1_000039-T1	Hap02h1_000040-T1	0.128899	0.381083	0.338244	2445.819651	971.180349	2.656107	0.601724	4023
Hap02h1_000041-T1	Hap02h1_020795-T1	0.056767	0.102897	0.551685	1355.407094	615.592906	3.226767	0.213522	2535
Hap02h1_000042-T1	Hap02h1_020794-T1	0.032169	0.203314	0.158224	286.033437	97.966563	2.006092	0.227496	2094
Hap02h1_000044-T1	Hap02h1_020792-T1	0.115739	0.189604	0.610425	3048.242130	1028.757870	1.488706	0.403132	6612
Hap02h1_000046-T1	Hap02h1_020790-T1	0.023208	0.114569	0.202564	970.168372	313.831628	1.776583	0.136614	1446
Hap02h1_000047-T1	Hap02h1_020789-T1	0.029007	0.091778	0.316052	1653.413885	620.586115	2.486273	0.138411	2610
Hap02h1_000049-T1	Hap02h1_020785-T1	0.007638	0.164676	0.046382	1184.469902	381.530098	2.280536	0.137693	1566
Hap02h1_000053-T1	Hap02h1_020779-T1	0.003045	0.042379	0.071840	658.306721	220.693279	2.110079	0.038761	879
Hap02h1_000054-T1	Hap02h1_005151-T1	0.014623	0.083441	0.175254	1026.017052	359.982948	4.136992	0.097491	1386
Hap02h1_000055-T1	Hap02h1_020777-T1	0.064942	0.170425	0.381059	2149.580811	850.419189	1.958797	0.284530	3585
Hap02h1_000056-T1	Hap02h1_020775-T1	0.055907	0.056063	0.997222	1170.379399	524.620601	4.676710	0.167866	1779
Hap02h1_000057-T1	Hap02h1_020774-T1	0.270165	0.336994	0.801690	413.890277	141.109723	1.797151	0.861469	831
Hap02h1_000058-T1	Hap02h1_020772-T1	0.007041	0.051562	0.136549	785.046873	291.953127	2.535642	0.057328	1077
