SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Hap02_000001-T1	Hap02_021769-T1	0.000000	0.000000	99.000000	1318.834385	529.165615	4.600000	0.000000	1848
Hap02_000002-T1	Hap02_020834-T1	0.029668	0.053226	0.557403	2546.906575	1215.093425	3.436172	0.111832	4275
Hap02_000003-T1	Hap02_020833-T1	0.031299	0.088751	0.352660	5571.317702	2339.682298	2.048569	0.144871	8397
Hap02_000004-T1	Hap02_020831-T1	0.086097	0.178190	0.483175	1284.246684	422.753316	1.431901	0.326713	2229
Hap02_000005-T1	Hap02_020830-T1	0.182283	0.186608	0.976825	222.170637	74.829363	1.050366	0.550118	360
Hap02_000006-T1	Hap02_020829-T1	0.036967	0.041917	0.881913	305.792235	147.207765	3.095737	0.115728	576
Hap02_000007-T1	Hap02_020828-T1	0.079766	0.211532	0.377085	722.021132	216.978868	1.075234	0.330641	1173
Hap02_000008-T1	Hap02_020827-T1	0.006411	0.070491	0.090946	469.967670	136.032330	0.992022	0.062386	609
Hap02_000009-T1	Hap02_020826-T1	0.018298	0.055445	0.330030	867.805647	440.194353	6.259659	0.092399	1308
Hap02_000010-T1	Hap02_008657-T1	0.115880	0.170368	0.680175	696.845941	287.154059	2.441592	0.395342	1905
Hap02_000013-T1	Hap02_020825-T1	0.002372	0.089937	0.026369	1267.237918	514.762082	2.380838	0.082999	1926
Hap02_000014-T1	Hap02_020824-T1	0.021726	0.073716	0.294728	140.421575	57.578425	3.340417	0.110534	198
Hap02_000015-T1	Hap02_020823-T1	0.043086	0.099398	0.433466	250.792573	115.207427	2.719823	0.182434	519
Hap02_000016-T1	Hap02_020822-T1	0.018657	0.084898	0.219755	1954.417560	781.582440	2.681707	0.112739	2955
Hap02_000017-T1	Hap02_020821-T1	0.051539	0.109125	0.472287	1136.096005	480.903995	1.980889	0.205995	1668
Hap02_000018-T1	Hap02_020820-T1	0.012076	0.088146	0.137001	2964.336399	1037.663601	2.187722	0.095400	4116
Hap02_000019-T1	Hap02_012462-T1	0.044221	0.246323	0.179526	2224.981562	799.018438	2.169664	0.292866	4803
Hap02_000021-T1	Hap02_020819-T1	0.008619	0.075892	0.113575	1576.399004	622.600996	3.858322	0.082999	2226
Hap02_000022-T1	Hap02_012858-T1	0.076225	0.092914	0.820386	421.202797	166.797203	2.323193	0.242878	936
Hap02_000023-T1	Hap02_012857-T1	0.229220	0.208647	1.098602	193.890566	82.109434	2.382327	0.669297	306
Hap02_000024-T1	Hap02_020818-T1	0.009626	0.041608	0.231349	523.053170	172.946830	3.898368	0.052719	783
Hap02_000025-T1	Hap02_013892-T1	0.495682	0.726282	0.682493	243.587133	98.412867	1.891528	1.686117	1044
Hap02_000028-T1	Hap02_020815-T1	0.036230	0.065742	0.551088	1669.845292	784.154708	2.433554	0.136980	2463
Hap02_000029-T1	Hap02_020814-T1	0.007794	0.127883	0.060943	645.724674	293.275326	6.945532	0.135903	1074
Hap02_000030-T1	Hap02_020812-T1	0.079112	0.250982	0.315210	1150.155557	367.844443	1.465493	0.362280	1764
Hap02_000031-T1	Hap02_020811-T1	0.117580	0.254317	0.462334	1516.404752	643.595248	2.697064	0.474966	2334
Hap02_000032-T1	Hap02_020810-T1	0.089140	0.249659	0.357048	770.970540	264.029460	1.519171	0.390267	1662
Hap02_000036-T1	Hap02_020807-T1	0.084801	0.175253	0.483880	595.919296	304.080704	2.104344	0.346086	1119
